S/N,Category,Intent Type,Question/Article,Answer,1,Digital Club Free Trial,Unnamed: 2,Am I eligible for the 1 month free trial on FairPrice Digital Club?,"All FairPrice online customers who have not been a Digital Club member for the past 6 months are eligible for the 1st-month free trial. To check your eligibility, visit the sign-up page with your registered account.

Eligible customers will be able to see $0.00 on the payment page for their 1st month subscription. "
,,,How do I know if my order was accepted?,"Once an order is submitted, you'll receive an email acknowledgement. An invoice will be sent to you after the order has been delivered.",,,,,
,,,is my order submitted correctly?,"Once an order is submitted, you'll receive an email acknowledgement. An invoice will be sent to you after the order has been delivered.",,,,,
77,Orders & Payment,,Can I earn Bonus Points from online purchases?,"We seek your understanding that FairPrice Online does not participate in the loyalty program and thus, Bonus Points are not applicable for online purchases. FairPrice Online operates on a different business model and format from that of our supermarkets. Hence, the mechanism for Bonus Points issuance may differ from our physical stores. However, regardless of the format, we strive to bring value to all our customers.

For more information on the loyalty program, please visit this URL: https://www.fairprice.com.sg/wps/portal/fp/loyaltyprogram",,,,,
,,,how to get bonus points from online orders?,"We seek your understanding that FairPrice Online does not participate in the loyalty program and thus, Bonus Points are not applicable for online purchases. FairPrice Online operates on a different business model and format from that of our supermarkets. Hence, the mechanism for Bonus Points issuance may differ from our physical stores. However, regardless of the format, we strive to bring value to all our customers.

For more information on the loyalty program, please visit this URL: https://www.fairprice.com.sg/wps/portal/fp/loyaltyprogram",,,,,
78,Orders & Payment,,Orders Service Fee Structure,"While the surge in visits to our online platform has stabilised, the ongoing pandemic continues to place heavy demands on our existing grocery infrastructure.

We have intensified our efforts in allowing more customers to order their groceries online. We invested heavily in upgrading our infrastructure and training about 150 new staff to become skilled pickers and packers. This resulted in an increase of 25% in the number of delivery slots available for online customers. We will continue to hire more staff and also further increase our online capacity, among various other activities.

We adopt a transparent pricing approach - there are no hidden mark-ups on products themselves as we maintain uniform prices with our brick-and-mortar stores. The service fee partially covers only part of the total costs of processing, picking and packing online grocery orders.

Beyond this, a multi-tiered delivery fee structure was also introduced to provide more flexibility for shoppers to vary their basket sizes and optimise savings for their online purchases. This has made shopping online for groceries accessible to more households and complements the current extensive footprint of our brick-and-mortar stores. The multi-tiered delivery fee structure for our online platform is as follows:

 

Order value (SGD)       

Delivery charge (SGD)

$79 and above

Delivery charge waived

Between $59 to $79      

$3.00

Below $59

$5.00",,,,,
79,Orders & Payment,,What are the payment modes available to an Individual User?,"You can pay via credit and debit cards from Visa, MasterCard and American Express.",,,,,
,,,What are different ways I can pay as individual user?,"You can pay via credit and debit cards from Visa, MasterCard and American Express.",,,,,
80,Orders & Payment,,Is it safe to use my Credit Card?,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf.",,,,,
,,,frauds for using Credit Card,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf.",,,,,
,,,security concerns regarding use of Credit Card,"As a fraud-preventive measure, we'll send you an order acknowledgement email. If you did not make the transaction, please contact your bank directly to raise this issue and they will liaise with us on your behalf.",,,,,
81,Orders & Payment,,An admin fee was charged to my Amex card. What is it for?,"You might have to clarify with your bank. From our understanding, this is what's called a ""verification token."" We'll only charge the actual order amount when your order is invoiced.",,,,,
,,,deduction on my Amex card?,"You might have to clarify with your bank. From our understanding, this is what's called a ""verification token."" We'll only charge the actual order amount when your order is invoiced.",,,,,
82,Orders & Payment,,Can I use FairPrice vouchers online?,Sorry. FairPrice vouchers can only be used at our physical stores.,,,,,
,,,Why I can't use Fairprice vouchers online?,Sorry. FairPrice vouchers can only be used at our physical stores.,,,,,
83,Orders & Payment,,I'm having payment issues. What can I do?,"To further safeguard your online purchases, our payment partners have introduced an upgraded security patch for the order checkout process.

With this recent security patch, your internet/ browser settings may not be compatible with the new requirements. Please update the settings on your default browser with the following steps:

Internet Explorer

1. From the IE browser, select Tools, and click Internet Options.

2. Under the Advanced tab, scroll to the bottom.

     a. Ensure that all 3 boxes are selected:
Safari

Apple has released Security Update 2014-005 which removed the SSL vulnerability. For instructions on how to download and install this patch, please visit: https://support.apple.com/en-us/HT203107

Once the patch has been installed, no further action is needed.

Mozilla FireFox 

1. Please ensure that you have upgraded to Firefox version 34 or above. This will disable SSL3 as default setting.
2. As an alternative, you can follow the steps below:

   a. After launching the Mozilla browser, enter the text “about:config” in the search or enter address field.
   b. Follow the prompts until “security.tls.version.min” is offered as an option.
   c. The original value for this should be “0”. Please update it to a value of “1”. This will ensure that the TLS 1.0 is the minimum required protocol version

Google Chrome/Chromium (Windows)

1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome/Chromium (Windows)
1. Please upgrade your Chrome browser to version 40 or above. This will disable SSL3 as a default setting.
2. To update this setting manually, please configure the settings of your browser as shown below:
 a. On the Google Chrome shortcut, right click and then click on “Properties” followed by “Shortcut” tab
 b. At the end of the target line, input the following, to ensure the usage of TLS 1.0 or above, --ssl-version min=tls1:

Google Chrome (Mac OS X)
1. Please upgrade to the latest Chrome version 40 or above. This will set the SSL3 as disable by default.
2. To update this manually, please follow the steps below:
a. Open the AppleScript editor found in /Applications/utilities and enter “do shell script ""open '/Applications/Google Chrome.app' --args --ssl-version-min=tls1”. This will ensure the usage of the TLS version 1.0 as a minimum setting.
b. Then save it as an Application, and Add it to the Dock.

Opera
1. Please update your browser to the latest version of Opera (Opera 12). This will disable SSL3 as a default setting.
2. To update the setting manually, please follow the settings below:
a. Press Ctrl + F12.
b. Find and Select “Advanced” tab, and select “Security” on the left menu
c. Find and Select “Security protocols” d. Deselect the “Enable SSL 3” option.

If this issue persists, please contact us here or at 63805858. Thank you.

",,,,,
